ean,quantita
0746320977003,20
0750826005429,20
0750826005719,237
0751492593708,29
0751492593753,105
0751492625546,65
0751492625553,30
0751492625676,105
0751492625683,85
0751492625690,165
0751492625706,64
0751492625713,31
0751492625744,89
0751492629957,28
0751492629964,52
0751492636023,152
0751492641621,30
0751492641638,12
0751492642444,46
0751492756264,30
0751492756271,30
0751492787558,12
0751492794273,66
0751492794440,43
0751492794464,31
0751492794471,75
0751492794570,100
0751492795621,30
0751492795669,30
0751492797083,30
0751492799100,24
0751492799117,30
0753263076281,90
0753263077158,11
0753263077363,10
0753263077516,28
0753263078735,94
0753263078742,82
0753263078759,89
0753263078766,69
0753263078957,98
0753263079022,126
0753759257507,112
0753759257514,99
0754082038917,18
0754082054375,14
0754082127444,15
0754082139232,13
0754082146032,19
0754473211684,10
0754473211738,11
0757120103820,13
0757120288879,12
0757350576616,34
0757350577064,13
0758479023692,999
0758479023708,999
0758479023715,999
0758479023722,999
0758479023739,999
0758479023746,999
0758479023753,999
0758479044413,999
0758479053118,999
0758479053132,999
0758479053163,999
0758479097860,14
0758479203827,9876
0758479210078,9876
0758479217190,9876
0758479231172,9876
0758479239291,9876
0758479243304,9876
0758479258148,9876
0758479267942,15
0758479283904,9876
0758479283973,9876
0758479283997,9876
0758479318248,38
0758479327493,15
0758479328179,16
0758479328407,10
0758479328414,11
0758479328421,14
0758479328445,15
0758479328476,19
0758479329985,227
0758479330110,10
0758479369028,13
0758479369257,48
0758479369363,17
0758479369424,12
0758479369523,15
0758479374602,10
0758479374701,10
0758497113573,11
0758497113634,23
0758497113771,10
0758497115683,14
0758497118905,10
0758497123695,13
0759170818228,45
0759454301026,10
0759454301033,11
0759454301057,25
0759454301064,22
0759454301149,10
0759454301293,10
0759454301347,19
0760557801436,109
0760557804871,18
0760557810315,39
0760557811190,12
0760557816652,29
0760557817222,10
0760557817246,39
0760557818557,40
0760557819073,18
0760557819448,42
0760557819455,98
0760557820109,10
0760557820130,31
0760557821243,27
0760557821250,14
0760557821267,38
0760557821274,21
0760557821281,12
0760557821403,20
0760557821731,10
0760557822004,12
0760557822271,18
0760557823377,268
0760557824701,25
0760557824855,13
0760557824862,30
0760557824879,45
0760557824893,30
0760557824985,14
0760557825449,18
0760557827009,32
0760557827993,16
0760557828006,15
0760557828013,10
0760557828020,15
0760557828426,11
0760557831693,18
0760557832430,13
0760557832447,30
0760557835608,45
0760557835615,22
0760557836124,12
0760557837329,10
0760557837336,14
0760557837343,15
0760557839866,20
0760557839910,49
0760557839934,10
0760557839941,22
0760557840596,37
0760557840886,48
0760557841012,52
0760557841050,10
0760557841098,10
0760557841135,20
0760557841142,10
0760557841258,10
0760557841715,10
0760557841722,12
0760557842071,11
0760557842088,20
0760557842583,40
0760557842767,19
0760557842774,10
0760557842866,14
0760557842910,12
0760557842934,14
0760557842958,10
0760557843115,80
0760557843146,10
0760557843320,10
0760557843658,10
0760557843689,18
0760557843924,20
0760557844389,40
0760557844419,10
0760557844686,10
0760557844976,16
0760557845720,10
0760557846819,40
0760557846826,43
0760557846833,15
0760557847144,40
0760557847366,133
0760557847380,24
0760557847397,14
0760557847731,10
0760557848189,33
0760557848318,20
0760557848349,12
0760557848363,28
0760557848370,17
0760557848578,37
0760557848882,296
0760557848929,10
0760557848967,12
0760557848981,38
0760557849599,15
0760557849605,14
0760557849711,13
0760557850083,12
0760557850328,18
0760557850335,28
0760557850342,10
0760557850380,10
0760557850724,15
0760557853152,49
0760557853169,39
0760557853176,73
0760557853183,53
0760557854586,19
0760557854685,39
0760557856375,15
0760557858584,27
0760557858973,10
0760557859352,10
0760557859390,20
0760557859666,19
0760557860013,15
0760557860075,24
0760557860082,68
0760557861034,40
0760557861164,10
0760557861171,37
0760557861188,10
0760557861201,10
0760557861928,114
0760557861935,18
0760557861942,24
0760557862390,20
0760557862673,12
0760557862772,26
0760557862789,10
0760557862956,10
0760557863274,14
0760557863281,15
0760557863526,10
0760557863540,18
0760557863564,12
0760557863953,13
0760557863960,10
0760557864363,10
0760557864493,10
0760557865308,16
0760557865315,18
0760557865322,19
0760557866350,15
0760557866961,44
0760557870890,10
0760557873211,10
0760559121037,10
0760559125479,23
0760559125967,10
0760559125974,25
0760559132026,10
0760707028720,597
0760707067347,11
0760707067538,10
0760884157282,16
0760884157725,18
0760884157848,16
0760884157930,15
0760884158395,30
0760884158401,100
0760884158609,22
0760884158616,378
0760884158715,40
0761318053057,20
0761318158233,30
0761318170211,17
0761318452515,12
0761345100212,27
0761345100229,16
0761345100298,30
0761345100335,15
0761345100342,22
0761345100915,41
0761345101202,11
0761345101332,55
0761345101349,11
0761345101356,51
0761345101547,13
0761345101585,12
0761345101691,10
0761345102179,13
0761345102261,12
0761345102407,10
0761345102414,22
0761345102537,224
0761345102551,35
0761345102568,37
0761345102582,23
0761345113946,20
0761345116596,26
0761345117081,127
0761345117913,35
0761345200080,19
0761345200141,23
0761345200202,41
0761345200936,17
0761345201407,10
0761345201612,12
0761345201940,10
0761345201995,10
0761345400565,61
0761345400596,41
0761345400640,18
0761345400657,21
0761345400664,45
0761345400671,17
0761345801041,113
0763649078969,90
0763649094402,10
0763649094426,18
0763649098318,20
0763649113684,21
0763649125069,52
0763649139103,20
0763649141946,22
0763649148112,76
0763649150979,41
0763649160640,23
0763649161036,19
0763649167656,33
0763649169452,35
0763649174494,47
0763649175095,13
0763649177495,34
0763649185575,69
0765441001695,47
0765441016262,250
0765441016279,250
0765441016286,250
0765441016293,186
0765441016491,112
0765441038226,250
0765441038233,250
0765441040960,93
0765441040977,34
0765441040984,35
0765441047242,18
0765441048003,29
0765441048089,22
0765441048096,100
0765441049116,100
0765441051928,93
0765441051935,87
0765441051942,100
0765441052420,100
0765441052437,100
0765441055957,10
0765441060470,10
0765441060487,10
0765441061958,10
0765441061965,100
0765441062054,100
0765441065628,82
0765441065703,501
0765441065710,98
0765441366022,10
0765441366039,10
0765441605251,21
0765441612389,100
0765441637016,34
0765441637061,16
0765441642690,73
0765441642706,64
0765441645158,158
0765441645189,259
0765441645196,95
0765441645356,237
0765441645943,43
0765441646230,51
0765441646469,10
0765441647787,35
0765441647794,100
0765441649538,11
0765441651708,20
0765441651715,100
0765441651722,100
0765441651760,23
0765441651777,23
0765441652101,46
0765441652118,45
0765441652132,23
0765441652156,50
0765441654150,16
0765441654174,43
0765441654587,10
0765441659582,18
0765441659629,10
0765441661660,10
0765441661677,10
0765441661769,10
0765441662490,10
0765441663442,10
0765441663572,16
0765441664043,61
0765441664463,48
0765441766426,10
0765441766433,10
0765441766457,10
0765441866935,10
0765441868489,10
0765441868496,10
0765441868694,13
0765441868700,16
0765441868717,30
0765441869158,20
0766623102025,242
0766623102049,251
0766623102254,112
0766623102490,28
0766623102728,96
0766623163682,103
0766623164405,115
0766623168304,21
0766623178495,25
0766623180856,29
0766623180924,22
0766623181174,100
0766623181211,14
0766623341165,10
0766623355537,18
0766623355544,68
0766623355971,38
0766623406345,44
0766623461238,10
0766623461245,25
0766623461412,10
0766623461580,165
0766623461665,29
0766623462044,18
0766623462068,30
0766623462327,15
0766623462334,18
0766623462358,50
0766623462563,31
0766623462693,19
0766623462709,19
0766623506519,14
0766623508193,13
0766623508650,20
0766623560559,11
0766623560641,25
0766623560917,37
0766623560962,26
0766623561167,29
0766623561198,10
0766623561259,11
0766623561266,22
0766623561426,23
0766623561600,16
0766623561617,12
0766623561723,20
0766623561808,29
0766623561921,45
0766623561952,11
0766623711449,11
0766623711692,29
0766623711715,51
0766623711753,32
0766623711807,17
0766623711814,21
0766623711821,18
0766623711920,26
0766623711999,14
0766623712033,10
0766623712040,25
0766623712378,22
0766623712620,11
0766623712958,15
0766623713740,20
0766623713764,34
0766623713771,10
0766623713795,15
0766623713849,22
0766623713962,25
0766623713986,94
0766623714020,162
0766623714037,39
0766623714051,11
0766623714143,17
0766623714259,12
0766623714419,28
0766623714884,11
0766623714891,29
0766623715133,22
0766623715140,13
0766623715959,14
0766623716000,14
0766623716086,27
0766623716147,10
0766907001792,18
0766907002966,44
0766907006155,100
0766907007169,22
0766907007770,52
0766907008555,13
0766907010466,14
0766907011104,58
0766907012088,56
0766907013559,41
0766907013573,22
0766907014693,63
0766907014709,133
0766907015256,11
0766907017465,12
0766907017496,14
0766907017922,87
0766907017946,58
0766907018592,100
0766907018967,15
0766907019995,12
0766907020038,25
0766907022216,12
0766907022223,16
0766907023183,15
0766907024104,276
0766907024142,141
0766907024234,60
0766907024654,20
0766907024678,10
0766907024685,10
0766907025293,24
0766907025682,77
0766907026306,15
0766907026764,21
0766907026788,120
0766907026795,10
0766907026931,30
0766907027167,12
0766907027174,38
0766907028584,70
0766907028768,585
0766907028775,25
0766907030747,19
0766907030914,30
0766907030990,11
0766907032048,22
0766907032055,10
0766907032062,10
0766907032246,46
0766907032253,16
0766907032550,69
0766907032642,64
0766907032932,54
0766907032949,56
0766907033236,200
0766907034547,13
0766907034738,18
0766907034745,10
0766907035049,190
0766907035063,29
0766907035070,100
0766907035650,17
0766907035674,11
0766907035803,41
0766907036275,25
0766907036299,14
0766907036329,21
0766907036367,13
0766907846911,11
0766907985511,11
0767035181080,29
0767035191515,24
0767035196794,10
0767035206622,11
0767035209906,10
0767035210384,10
0767035216393,16
0767035218632,67
0767035226408,24
0767035239491,30
0767035239521,25
0767035239552,29
0767035239583,30
0767041026634,32
0767041027198,31
0767041031379,20
0767041031393,26
0767041031423,26
0767041034424,26
0767041034455,10
0767041034462,21
0767041034479,10
0767041034967,24
0767041039610,12
0767041039627,12
0767041044973,31
0767041044980,28
0768268020368,101
0768268031906,44
0768268042223,30
0768268042247,20
0768268042254,20
0768268043442,51
0768268043459,28
0768268043718,100
0768268043732,100
0768268043749,100
0768268043848,100
0768268043961,100
0768268043985,100
0768268044050,100
0768268044074,100
0768268044081,100
0768268044098,100
0768268044593,10
0768268045118,31
0768268045125,10
0768268045712,15
0768268045927,101
0768268045934,28
0768268045941,20
0768268045958,100
0769498677568,10
0769498678206,100
0769498680001,24
0769807769922,30
0769807769946,30
0773554167900,10
0773602684823,15
0777779977313,14
0779184298090,31
0783384230873,612
0783384231313,20
0783384231733,159
0783384233591,11
0783384234918,29
0783384235298,23
0783384236530,38
0783555014295,167
0783555016831,93
0783555024669,43
0783555027332,14
0783555032305,13
0783555047682,17
0783555093917,10
0783555097649,11
0783555103449,110
0783555104897,12
0783555107041,22
0783555111321,48
0783555115558,29
0783555124741,40
0783555131824,203
0783555143384,26
0783555148068,416
0783750008594,20
0783750009591,11
0783750009690,14
0783750010153,11
0783750010405,29
0783750010641,16
0783750012263,12
0785813051080,16
0785813080479,29
0785813339508,30
0786689779566,12
0787790155546,14
0790069248146,23
0790069248153,12
0790069252686,13
0790069252747,50
0790069269912,25
0790069269974,29
0790069332388,14
0790069341335,17
0790069344176,28
0790069365676,22
0790069365690,30
0790069368189,19
0790069368202,10
0790069368226,100
0790069368240,44
0790069397783,15
0790069399459,10
0790069415982,10
0790069416668,25
0790069426667,28
0790069430305,20
0790069437717,34
0790069437915,26
0790069440984,46
0790069441271,10
0790069450068,19
0790069450471,14
0790069453410,40
0790069454332,15
0790069455261,49
0790069456923,47
0790069456947,10
0790069457708,38
0790069458583,18
0790069464256,18
0790069467691,56
0790069467721,18
0790069467769,13
0790069467783,10
0790069467790,11
0790069467813,47
0790069467837,12
0790069467844,13
0790069467875,11
0790069467882,30
0790069467905,23
0790069467943,25
0790069467950,17
0790069468599,16
0790069469435,21
0790069472039,21
0790069472824,17
0790069472930,20
0790069473364,40
0790069473586,10
0790069474675,205
0790069475238,13
0790069475269,10
0790069475634,16
0790069476860,16
0790069477058,11
0790069477379,19
0790069478178,40
0790069478215,17
0790069478437,10
0790069478741,33
0790069478826,22
0790069479014,10
0790069479083,10
0790069602900,50
0790069602917,50
0790069602924,50
0790490387308,18
0791684601408,9876
0791684601415,9876
0793442010156,164
0793442013225,39
0793442015342,60
0793442017346,10
0793442017360,112
0793442022098,16
0793442130861,75
0793442912948,14
0793442923739,13
0793442935190,12
0793795536228,15
0793950110300,29
0793950370599,36
0793950374450,13
0793950393505,17
0793950393550,10
0793950402542,17
0793950402566,10
0793950408605,10
0793950472576,13
0793950472606,22
0797734153736,34
0799471567272,19
0800549815413,19
0800549825788,48
0800549962605,25
0800549994026,70
0805410481308,48
0805410494001,13
0805529228870,500
0808447025583,111
0808736038799,48
0808736706445,10
0808736779593,62
0808736779623,67
0808736779845,14
0808736847193,38
0810010070036,64
0810010070531,17
0810010070616,10
0810010071163,15
0810010071385,65
0810010071668,17
0810010071675,35
0810010072146,13
0810010072221,40
0810010072498,10
0810010073051,119
0810010073389,90
0810010073525,10
0810010073549,16
0810010073570,23
0810010074126,10
0810010074300,100
0810010074331,34
0810010074386,32
0810010074768,15
0810010074775,27
0810010075345,21
0810010075390,13
0810010075574,44
0810010075628,16
0810010075642,55
0810010075659,16
0810010075673,60
0810010075680,61
0810010075819,33
0810010075833,14
0810010075864,13
0810010076106,10
0810010076526,48
0810010076694,10
0810010076830,30
0810010076908,100
0810010076915,24
0810010076922,169
0810010076939,24
0810010076960,30
0810010077004,48
0810010077059,100
0810010077073,100
0810010077189,42
0810010077196,58
0810010077202,38
0810010077493,64
0810010077547,38
0810010077769,100
0810010078230,92
0810010078278,100
0810010078285,69
0810010078308,41
0810010078384,44
0810010078438,34
0810010078445,17
0810010078476,44
0810010078599,12
0810010078605,34
0810010078636,100
0810010078780,18
0810010078797,95
0810010078889,101
0810010078995,48
0810010079084,18
0810010079251,101
0810010079572,14
0810010079701,11
0810010079732,22
0810050911702,10
0810070367916,10
0810070368005,189
0810070368098,32
0810070368326,64
0810072523655,22
0810072523662,17
0810084690000,10
0810084690017,70
0810084690024,52
0810084690062,33
0810084690079,20
0810084690086,44
0810084690093,44
0810084690154,100
0810084690185,250
